fips,year,AIAN NH,Asian NH,Black NH,Hispanic,MR NH,NHPI NH,White NH
6101,2010,1868,27689,3483,54736,5606,548,95651
6101,2011,931,13828,1731,28507,2831,277,46423
6101,2012,910,14319,1700,29549,3052,273,45013
6101,2013,912,14924,1731,31094,3270,286,43692
6101,2014,878,15005,1675,32172,3390,270,41827
6101,2015,881,15504,1685,33442,3557,278,40497
6101,2016,881,15973,1671,34587,3767,285,39353
6101,2017,860,16279,1696,35812,3826,288,39010
6101,2018,846,16702,1702,36854,3920,285,39025
6101,2019,841,17184,1720,37909,4021,288,39083
6101,2020,884,18527,1795,36890,5170,294,41733
6103,2010,2439,1269,718,27909,3203,130,91181
6103,2011,1223,639,359,14753,1647,64,44566
6103,2012,1223,694,364,15429,1958,68,43456
6103,2013,1214,733,372,16216,2203,70,42213
6103,2014,1199,788,377,17120,2453,70,41154
6103,2015,1232,833,385,17959,2741,70,40289
6103,2016,1243,889,402,18747,2999,73,39646
6103,2017,1204,875,382,19380,3008,73,39219
6103,2018,1171,865,371,19866,3060,74,39161
6103,2019,1153,870,365,20454,3089,73,39308
6103,2020,1206,1007,406,20082,3569,103,41670
6105,2010,1115,236,95,1934,1137,32,23058
6105,2011,560,175,48,994,589,16,11495
6105,2012,529,589,48,1020,671,19,11111
6105,2013,521,856,47,1067,706,19,10842
6105,2014,517,1116,43,1101,792,18,10564
6105,2015,504,1342,50,1130,834,18,10350
6105,2016,511,1631,46,1202,931,20,10499
6105,2017,510,1698,47,1254,945,19,11025
6105,2018,500,1701,49,1254,946,19,11285
6105,2019,487,1733,50,1274,962,17,11531
6105,2020,416,2284,67,1150,977,24,11449
6107,2010,6705,28787,11111,537247,11459,778,288435
6107,2011,3382,14517,5579,277363,5895,402,140134
6107,2012,3286,14346,5365,285233,6454,411,136019
6107,2013,3224,14229,5210,293190,6854,418,130640
6107,2014,3175,14119,5075,301398,7271,432,125088
6107,2015,3112,14009,4952,309420,7724,449,120269
6107,2016,3038,13845,4785,315962,8169,458,115966
6107,2017,3038,13934,4805,321739,8186,444,113197
6107,2018,3016,13940,4767,325747,8172,439,111575
6107,2019,3019,14000,4761,329963,8203,430,110243
6107,2020,3498,16211,5389,343655,10769,520,126399
6109,2010,1669,1103,2353,11892,2643,125,90893
6109,2011,848,571,1187,6182,1420,67,45078
6109,2012,819,600,1114,6611,1696,75,43723
6109,2013,838,645,1119,7279,2019,80,43341
6109,2014,827,685,1109,7725,2267,81,42401
6109,2015,817,721,1094,8229,2530,83,41630
6109,2016,817,765,1096,8670,2807,90,40917
6109,2017,801,756,1091,8757,2789,93,40745
6109,2018,788,743,1090,8905,2835,95,40855
6109,2019,773,728,1090,9008,2849,95,40773
6109,2020,820,773,1028,8932,3268,115,42667
6111,2010,4840,109718,26554,664723,35633,2763,804096
6111,2011,2431,56378,13401,340362,19623,1412,398940
6111,2012,2368,57570,13554,346425,21255,1414,394747
6111,2013,2323,59018,13748,353002,23309,1449,389926
6111,2014,2296,60395,13905,359074,25406,1454,384436
6111,2015,2276,61557,14043,364389,27234,1468,379071
6111,2016,2235,62372,14137,368167,28685,1484,373147
6111,2017,2150,62893,14059,371299,29573,1463,368542
6111,2018,2110,63118,13990,373887,29921,1450,365047
6111,2019,2046,63037,13814,374820,30065,1411,360281
6111,2020,2028,63988,13885,389886,32862,1436,364130
6113,2010,2232,52079,9678,122732,13089,1771,201771
6113,2011,1118,26406,4819,63650,7045,897,98819
6113,2012,1068,26998,4941,66345,7557,943,97286
6113,2013,1041,27690,4994,69036,8104,980,94878
6113,2014,1012,28471,5011,71461,8637,1004,92112
6113,2015,984,29416,5069,74048,9151,1044,90181
6113,2016,957,30365,5214,76778,9671,1083,89156
6113,2017,951,30811,5220,78627,9967,1082,88414
6113,2018,926,30714,5250,80069,10110,1071,88334
6113,2019,892,29823,5183,81119,10153,1046,87857
6113,2020,967,30190,5787,83154,11885,1178,94890
6115,2010,2545,9493,4299,36364,6308,546,85008
6115,2011,1286,4816,2175,19642,3240,278,41703
6115,2012,1177,4733,2199,20957,3574,287,40794
6115,2013,1112,4679,2221,22471,3854,293,39507
6115,2014,1054,4646,2278,24143,4123,300,38333
6115,2015,1000,4669,2290,25659,4435,312,37383
6115,2016,965,4644,2361,27057,4719,325,36711
6115,2017,942,4726,2344,28297,4853,336,36683
6115,2018,935,4756,2371,29050,4889,327,36715
6115,2019,940,4886,2386,29854,4955,325,36904
6115,2020,1061,5606,2866,29095,6028,369,42122
